Messst.-Nr.;Datum;Gw-Stand [mNHN];MPH [mNHN];Abstich [m];Bemerkungen
28908371;30.03.1990;35,67;38,13;2,46;
28908371;26.04.1990;35,57;38,13;2,56;
28908371;31.05.1990;35,4;38,13;2,73;
28908371;27.06.1990;35,43;38,13;2,7;
28908371;31.07.1990;35,29;38,13;2,84;
28908371;31.08.1990;35,17;38,13;2,96;
28908371;30.10.1990;35,26;38,13;2,87;
28908371;27.11.1990;35,36;38,13;2,77;
28908371;20.12.1990;35,39;38,13;2,74;
28908371;31.01.1991;35,52;38,13;2,61;
28908371;28.02.1991;35,49;38,13;2,64;
28908371;30.03.1991;35,4;38,13;2,73;
28908371;25.04.1991;35,32;38,13;2,81;
28908371;25.05.1991;35,22;38,13;2,91;
28908371;29.06.1991;35,2;38,13;2,93;
28908371;26.07.1991;35,11;38,13;3,02;
28908371;30.08.1991;34,95;38,13;3,18;
28908371;28.09.1991;34,94;38,13;3,19;
28908371;30.10.1991;34,94;38,13;3,19;
28908371;30.11.1991;34,94;38,13;3,19;
28908371;29.12.1991;35,29;38,13;2,84;
28908371;31.01.1992;35,2;38,13;2,93;
28908371;27.02.1992;35,21;38,13;2,92;
28908371;28.03.1992;35,36;38,13;2,77;
28908371;30.04.1992;35,32;38,13;2,81;
28908371;30.05.1992;35,08;38,13;3,05;
28908371;27.06.1992;35,07;38,13;3,06;
28908371;30.07.1992;34,89;38,13;3,24;
28908371;27.08.1992;34,99;38,13;3,14;
28908371;29.09.1992;34,86;38,13;3,27;
28908371;31.10.1992;34,97;38,13;3,16;
28908371;28.11.1992;35,29;38,13;2,84;
28908371;30.12.1992;35,18;38,13;2,95;
28908371;30.01.1993;35,46;38,13;2,67;
28908371;27.02.1993;35,42;38,13;2,71;
28908371;27.03.1993;35,31;38,13;2,82;
28908371;30.04.1993;35,22;38,13;2,91;
28908371;29.05.1993;35,21;38,13;2,92;
28908371;26.06.1993;35,09;38,13;3,04;
28908371;30.07.1993;35,14;38,13;2,99;
28908371;28.08.1993;34,9;38,13;3,23;
28908371;30.09.1993;35,36;38,13;2,77;
28908371;30.10.1993;35,31;38,13;2,82;
28908371;27.11.1993;35,35;38,13;2,78;
28908371;30.12.1993;35,79;38,13;2,34;
28908371;29.01.1994;35,9;38,13;2,23;
28908371;26.02.1994;35,74;38,13;2,39;
28908371;26.03.1994;36,02;38,13;2,11;
28908371;30.04.1994;35,79;38,13;2,34;
28908371;28.05.1994;35,69;38,13;2,44;
28908371;25.06.1994;35,54;38,13;2,59;
28908371;30.07.1994;35,42;38,13;2,71;
28908371;31.08.1994;35,36;38,13;2,77;
28908371;30.09.1994;35,45;38,13;2,68;
28908371;31.10.1994;35,49;38,13;2,64;
28908371;26.11.1994;35,5;38,13;2,63;
28908371;31.12.1994;35,65;38,13;2,48;
28908371;30.01.1995;35,94;38,13;2,19;
28908371;28.02.1995;35,86;38,13;2,27;
28908371;31.03.1995;36,04;38,13;2,09;
28908371;28.04.1995;35,79;38,13;2,34;
28908371;31.05.1995;35,75;38,13;2,38;
28908371;30.06.1995;35,68;38,13;2,45;
28908371;28.07.1995;35,39;38,13;2,74;
28908371;30.08.1995;35,25;38,13;2,88;
28908371;30.09.1995;35,36;38,13;2,77;
28908371;30.10.1995;35,29;38,13;2,84;
28908371;25.11.1995;35,33;38,13;2,8;
28908371;30.12.1995;35,39;38,13;2,74;
28908371;31.01.1996;35,31;38,13;2,82;
28908371;29.02.1996;35,45;38,13;2,68;
28908371;30.03.1996;35,29;38,13;2,84;
28908371;30.04.1996;35,27;38,13;2,86;
28908371;30.05.1996;35,22;38,13;2,91;
28908371;29.06.1996;35,08;38,13;3,05;
28908371;31.07.1996;35,04;38,13;3,09;
28908371;31.08.1996;35,22;38,13;2,91;
28908371;30.09.1996;35,07;38,13;3,06;
28908371;31.10.1996;35,11;38,13;3,02;
28908371;30.11.1996;35,33;38,13;2,8;
28908371;31.01.1997;35,17;38,13;2,96;
28908371;28.02.1997;35,44;38,13;2,69;
28908371;26.03.1997;35,49;38,13;2,64;
28908371;26.04.1997;35,27;38,13;2,86;
28908371;30.05.1997;35,15;38,13;2,98;
28908371;29.06.1997;35,17;38,13;2,96;
28908371;30.07.1997;35,31;38,13;2,82;
28908371;30.08.1997;35,15;38,13;2,98;
28908371;29.09.1997;35,06;38,13;3,07;
28908371;31.10.1997;35,13;38,13;3;
28908371;30.11.1997;35,11;38,13;3,02;
28908371;30.12.1997;35,65;38,13;2,48;
28908371;31.01.1998;35,27;38,13;2,86;
28908371;28.02.1998;35,15;38,13;2,98;
28908371;30.03.1998;35,29;38,13;2,84;
28908371;30.04.1998;35,4;38,13;2,73;
28908371;28.05.1998;35,24;38,13;2,89;
28908371;30.06.1998;35,43;38,13;2,7;
28908371;25.07.1998;35,33;38,13;2,8;
28908371;29.08.1998;35,27;38,13;2,86;
28908371;26.09.1998;35,51;38,13;2,62;
28908371;31.10.1998;35,78;38,13;2,35;
28908371;30.11.1998;35,86;38,13;2,27;
28908371;31.12.1998;35,9;38,13;2,23;
28908371;30.01.1999;35,9;38,13;2,23;
28908371;27.02.1999;36,04;38,13;2,09;
28908371;31.03.1999;36,08;38,13;2,05;
28908371;28.04.1999;36;38,13;2,13;
28908371;29.05.1999;35,81;38,13;2,32;
28908371;30.06.1999;35,71;38,13;2,42;
28908371;28.07.1999;35,69;38,13;2,44;
28908371;28.08.1999;35,61;38,13;2,52;
28908371;30.09.1999;35,61;38,13;2,52;
28908371;30.10.1999;35,58;38,13;2,55;
28908371;27.11.1999;35,61;38,13;2,52;
28908371;27.12.1999;35,94;38,13;2,19;
28908371;29.01.2000;35,83;38,13;2,3;
28908371;26.02.2000;35,97;38,13;2,16;
28908371;31.03.2000;35,93;38,13;2,2;
28908371;29.04.2000;35,89;38,13;2,24;
28908371;31.05.2000;35,69;38,13;2,44;
28908371;30.06.2000;35,54;38,13;2,59;
28908371;31.07.2000;35,65;38,13;2,48;
28908371;26.08.2000;35,47;38,13;2,66;
28908371;30.09.2000;35,65;38,13;2,48;
28908371;30.10.2000;35,65;38,13;2,48;
28908371;30.11.2000;35,78;38,13;2,35;
28908371;30.12.2000;35,71;38,13;2,42;
28908371;31.01.2001;35,9;38,13;2,23;
28908371;27.02.2001;35,99;38,13;2,14;
28908371;31.03.2001;36,04;38,13;2,09;
28908371;30.04.2001;36,04;38,13;2,09;
28908371;26.05.2001;35,79;38,13;2,34;
28908371;30.06.2001;35,92;38,13;2,21;
28908371;29.07.2001;35,54;38,13;2,59;
28908371;28.08.2001;35,49;38,13;2,64;
28908371;30.09.2001;35,7;38,13;2,43;
28908371;28.10.2001;35,57;38,13;2,56;
28908371;26.11.2001;35,69;38,13;2,44;
28908371;28.12.2001;35,9;38,13;2,23;
28908371;26.01.2002;35,85;38,13;2,28;
28908371;28.02.2002;36,26;38,13;1,87;
28908371;31.03.2002;36,02;38,13;2,11;
28908371;27.04.2002;35,86;38,13;2,27;
28908371;27.05.2002;35,63;38,13;2,5;
28908371;28.06.2002;35,53;38,13;2,6;
28908371;27.07.2002;35,58;38,13;2,55;
28908371;31.08.2002;35,7;38,13;2,43;
28908371;28.09.2002;35,6;38,13;2,53;
28908371;28.10.2002;35,65;38,13;2,48;
28908371;30.11.2002;35,78;38,13;2,35;
28908371;31.12.2002;36,09;38,13;2,04;
28908371;28.01.2003;36,04;38,13;2,09;
28908371;22.02.2003;35,88;38,13;2,25;
28908371;31.03.2003;35,9;38,13;2,23;
28908371;30.04.2003;35,79;38,13;2,34;
28908371;31.05.2003;35,72;38,13;2,41;
28908371;28.06.2003;35,58;38,13;2,55;
28908371;26.07.2003;35,47;38,13;2,66;
28908371;30.08.2003;35,39;38,13;2,74;
28908371;27.09.2003;35,39;38,13;2,74;
28908371;25.10.2003;35,49;38,13;2,64;
28908371;29.11.2003;35,47;38,13;2,66;
28908371;27.12.2003;35,7;38,13;2,43;
28908371;28.01.2004;35,85;38,13;2,28;
28908371;28.02.2004;35,86;38,13;2,27;
28908371;26.03.2004;35,78;38,13;2,35;
28908371;27.04.2004;35,69;38,13;2,44;
28908371;30.05.2004;35,57;38,13;2,56;
28908371;28.06.2004;35,53;38,13;2,6;
28908371;02.08.2004;35,54;38,13;2,59;
28908371;30.08.2004;35,46;38,13;2,67;
28908371;28.09.2004;35,5;38,13;2,63;
28908371;29.10.2004;35,47;38,13;2,66;
28908371;29.11.2004;35,71;38,13;2,42;
28908371;30.12.2004;35,71;38,13;2,42;
28908371;29.01.2005;35,78;38,13;2,35;
28908371;26.02.2005;35,86;38,13;2,27;
28908371;28.03.2005;35,79;38,13;2,34;
28908371;30.04.2005;35,7;38,13;2,43;
28908371;28.05.2005;35,64;38,13;2,49;
28908371;26.06.2005;35,4;38,13;2,73;
28908371;28.07.2005;35,39;38,13;2,74;
28908371;27.08.2005;35,47;38,13;2,66;
28908371;27.09.2005;35,36;38,13;2,77;
28908371;29.10.2005;35,43;38,13;2,7;
28908371;27.11.2005;35,44;38,13;2,69;
28908371;31.12.2005;35,53;38,13;2,6;
28908371;29.01.2006;35,56;38,13;2,57;
28908371;25.02.2006;35,65;38,13;2,48;
28908371;26.03.2006;35,67;38,13;2,46;
28908371;28.04.2006;35,61;38,13;2,52;
28908371;29.05.2006;35,59;38,13;2,54;
28908371;26.06.2006;35,4;38,13;2,73;
28908371;31.07.2006;35,18;38,13;2,95;
28908371;26.08.2006;35,33;38,13;2,8;
28908371;29.09.2006;35,24;38,13;2,89;
28908371;28.10.2006;35,26;38,13;2,87;
28908371;25.11.2006;35,38;38,13;2,75;
28908371;31.12.2006;35,4;38,13;2,73;
28908371;28.01.2007;35,7;38,13;2,43;
28908371;24.02.2007;35,74;38,13;2,39;
28908371;30.03.2007;35,76;38,13;2,37;
28908371;27.04.2007;35,56;38,13;2,57;
28908371;27.05.2007;35,52;38,13;2,61;
28908371;30.06.2007;35,45;38,13;2,68;
28908371;29.07.2007;35,42;38,13;2,71;
28908371;31.08.2007;35,46;38,13;2,67;
28908371;28.09.2007;35,38;38,13;2,75;
28908371;28.10.2007;35,36;38,13;2,77;
28908371;26.11.2007;35,46;38,13;2,67;
28908371;01.01.2008;35,54;38,13;2,59;
28908371;27.01.2008;35,65;38,13;2,48;
28908371;27.02.2008;35,6;38,13;2,53;
28908371;29.03.2008;35,74;38,13;2,39;
28908371;28.04.2008;35,65;38,13;2,48;
28908371;01.06.2008;35,52;38,13;2,61;
28908371;28.06.2008;35,49;38,13;2,64;
28908371;27.07.2008;35,47;38,13;2,66;
28908371;28.08.2008;35,38;38,13;2,75;
28908371;27.09.2008;35,32;38,13;2,81;
28908371;21.10.2008;35,35;38,13;2,78;
28908371;29.11.2008;35,4;38,13;2,73;
28908371;31.12.2008;35,4;38,13;2,73;
28908371;30.01.2009;35,47;38,13;2,66;
28908371;28.02.2009;35,58;38,13;2,55;
28908371;28.03.2009;35,61;38,13;2,52;
28908371;26.04.2009;35,51;38,13;2,62;
28908371;31.05.2009;35,33;38,13;2,8;
28908371;25.06.2009;35,24;38,13;2,89;
28908371;26.07.2009;35,24;38,13;2,89;
28908371;30.08.2009;35,19;38,13;2,94;
28908371;27.09.2009;35,17;38,13;2,96;
28908371;01.11.2009;35,32;38,13;2,81;
28908371;27.11.2009;35,51;38,13;2,62;
28908371;03.01.2010;35,63;38,13;2,5;
28908371;28.01.2010;35,58;38,13;2,55;
28908371;28.02.2010;35,69;38,13;2,44;
28908371;27.03.2010;35,72;38,13;2,41;
28908371;26.04.2010;35,59;38,13;2,54;
28908371;30.05.2010;35,53;38,13;2,6;
28908371;27.06.2010;35,39;38,13;2,74;
28908371;31.07.2010;35,29;38,13;2,84;
28908371;30.08.2010;35,44;38,13;2,69;
28908371;26.09.2010;35,45;38,13;2,68;
28908371;01.11.2010;35,43;38,13;2,7;
28908371;28.11.2010;35,81;38,13;2,32;
28908371;04.01.2011;35,72;38,13;2,41;
28908371;29.01.2011;35,96;38,13;2,17;
28908371;28.02.2011;35,9;38,13;2,23;
28908371;31.03.2011;35,83;38,13;2,3;
28908371;29.04.2011;35,67;38,13;2,46;
28908371;28.05.2011;35,47;38,13;2,66;
28908371;27.06.2011;35,46;38,13;2,67;
28908371;31.07.2011;35,45;38,13;2,68;
28908371;28.08.2011;35,51;38,13;2,62;
28908371;01.10.2011;35,24;38,13;2,89;
28908371;28.10.2011;35,25;38,13;2,88;
28908371;25.11.2011;35,17;38,13;2,96;
28908371;02.01.2012;35,34;38,13;2,79;
28908371;25.01.2012;35,74;38,13;2,39;
28908371;25.02.2012;35,64;38,13;2,49;
28908371;30.03.2012;35,57;38,13;2,56;
28908371;29.04.2012;35,57;38,13;2,56;
28908371;28.05.2012;35,47;38,13;2,66;
28908371;30.06.2012;35,49;38,13;2,64;
28908371;29.07.2012;35,43;38,13;2,7;
28908371;27.08.2012;35,32;38,13;2,81;
28908371;25.09.2012;35,31;38,13;2,82;
28908371;26.10.2012;35,34;38,13;2,79;
28908371;27.11.2012;35,38;38,13;2,75;
28908371;29.12.2012;35,72;38,13;2,41;
28908371;30.01.2013;35,65;38,13;2,48;
28908371;23.02.2013;35,77;38,13;2,36;
28908371;29.03.2013;35,71;38,13;2,42;
28908371;27.04.2013;35,61;38,13;2,52;
28908371;26.05.2013;35,53;38,13;2,6;
28908371;01.07.2013;35,4;38,13;2,73;
28908371;27.07.2013;35,22;38,13;2,91;
28908371;31.08.2013;35,22;38,13;2,91;
28908371;29.09.2013;35,31;38,13;2,82;
28908371;28.10.2013;35,31;38,13;2,82;
28908371;30.11.2013;35,43;38,13;2,7;
28908371;31.12.2013;35,53;38,13;2,6;
28908371;27.01.2014;35,53;38,13;2,6;
28908371;26.02.2014;35,57;38,13;2,56;
28908371;30.03.2014;35,45;38,13;2,68;
28908371;26.04.2014;35,37;38,13;2,76;
28908371;02.06.2014;35,41;38,13;2,72;
28908371;29.06.2014;35,28;38,13;2,85;
28908371;27.07.2014;35,42;38,13;2,71;
28908371;01.09.2014;35,61;38,13;2,52;
28908371;26.09.2014;35,46;38,13;2,67;
28908371;21.10.2014;35,53;38,13;2,6;
28908371;28.11.2014;35,49;38,13;2,64;
28908371;18.12.2014;35,52;38,13;2,61;
28908371;31.01.2015;35,83;38,13;2,3;
28908371;27.02.2015;35,79;38,13;2,34;
28908371;27.03.2015;35,67;38,13;2,46;
28908371;24.04.2015;35,64;38,13;2,49;
28908371;04.05.2015;35,61;38,13;2,52;
28908371;29.05.2015;35,46;38,13;2,67;
28908371;26.06.2015;35,4;38,13;2,73;
28908371;23.07.2015;35,2;38,13;2,93;
28908371;28.08.2015;35,32;38,13;2,81;
28908371;25.09.2015;35,31;38,13;2,82;
28908371;30.10.2015;35,3;38,13;2,83;
28908371;27.11.2015;35,4;38,13;2,73;
28908371;29.12.2015;35,52;38,13;2,61;
28908371;28.01.2016;35,59;38,13;2,54;
28908371;26.02.2016;35,87;38,13;2,26;
28908371;30.03.2016;35,71;38,13;2,42;
28908371;30.04.2016;35,53;38,13;2,6;
28908371;29.05.2016;35,5;38,13;2,63;
28908371;25.06.2016;35,95;38,13;2,18;
28908371;29.07.2016;35,64;38,13;2,49;
28908371;24.08.2016;35,57;38,13;2,56;
28908371;26.09.2016;35,72;38,13;2,41;
28908371;27.10.2016;35,46;38,13;2,67;
28908371;25.11.2016;35,55;38,13;2,58;
28908371;30.12.2016;35,52;38,13;2,61;
28908371;22.02.2017;35,58;38,13;2,55;
28908371;25.03.2017;35,71;38,13;2,42;
28908371;20.04.2017;35,54;38,13;2,59;
28908371;27.04.2017;35,54;38,13;2,59;
28908371;31.05.2017;35,35;38,13;2,78;
28908371;20.06.2017;35,2;38,13;2,93;
28908371;27.07.2017;35,13;38,13;3;
28908371;23.08.2017;35,19;38,13;2,94;
28908371;26.09.2017;35,14;38,13;2,99;
28908371;23.10.2017;35,18;38,13;2,95;
28908371;27.11.2017;35,16;38,13;2,97;
28908371;02.01.2018;35,63;38,13;2,5;
28908371;29.01.2018;35,69;38,13;2,44;
28908371;26.02.2018;35,64;38,13;2,49;
28908371;03.04.2018;35,62;38,13;2,51;
28908371;30.04.2018;35,56;38,13;2,57;
28908371;28.05.2018;35,47;38,13;2,66;
28908371;02.07.2018;35,19;38,13;2,94;
28908371;30.07.2018;34,95;38,13;3,18;
28908371;27.08.2018;34,93;38,13;3,2;
28908371;28.09.2018;34,98;38,13;3,15;
28908371;29.10.2018;34,96;38,13;3,17;
28908371;26.11.2018;34,95;38,13;3,18;
28908371;27.12.2018;34,97;38,13;3,16;
28908371;29.01.2019;35,22;38,13;2,91;
28908371;13.02.2019;35,33;38,13;2,8;
28908371;26.02.2019;35,27;38,13;2,86;
28908371;29.03.2019;35,35;38,13;2,78;
28908371;29.04.2019;35,21;38,13;2,92;
28908371;27.05.2019;35,3;38,13;2,83;
28908371;01.07.2019;35,27;38,13;2,86;
28908371;29.07.2019;34,82;38,13;3,31;
28908371;02.09.2019;34,79;38,13;3,34;
