,Jahr,MO_TROPENNAECHTE,MO_FROSTTAGE,MO_SOMMERTAGE,MO_HEISSE_TAGE,MO_EISTAGE,MO_SOMMERTAGE_RCP8.5_Minimum,MO_SOMMERTAGE_RCP8.5_Median,MO_SOMMERTAGE_RCP8.5_Maximum,MO_SOMMERTAGE_RCP4.5_Minimum,MO_SOMMERTAGE_RCP4.5_Median,MO_SOMMERTAGE_RCP4.5_Maximum,MO_SOMMERTAGE_RCP2.6_Minimum,MO_SOMMERTAGE_RCP2.6_Median,MO_SOMMERTAGE_RCP2.6_Maximum,MO_HEISSE_TAGE_RCP8.5_Minimum,MO_HEISSE_TAGE_RCP8.5_Median,MO_HEISSE_TAGE_RCP8.5_Maximum,MO_HEISSE_TAGE_RCP4.5_Minimum,MO_HEISSE_TAGE_RCP4.5_Median,MO_HEISSE_TAGE_RCP4.5_Maximum,MO_HEISSE_TAGE_RCP2.6_Minimum,MO_HEISSE_TAGE_RCP2.6_Median,MO_HEISSE_TAGE_RCP2.6_Maximum,MO_TROPENNAECHTE_RCP8.5_Minimum,MO_TROPENNAECHTE_RCP8.5_Median,MO_TROPENNAECHTE_RCP8.5_Maximum,MO_TROPENNAECHTE_RCP4.5_Minimum,MO_TROPENNAECHTE_RCP4.5_Median,MO_TROPENNAECHTE_RCP4.5_Maximum,MO_TROPENNAECHTE_RCP2.6_Minimum,MO_TROPENNAECHTE_RCP2.6_Median,MO_TROPENNAECHTE_RCP2.6_Maximum,MO_FROSTTAGE_RCP8.5_Minimum,MO_FROSTTAGE_RCP8.5_Median,MO_FROSTTAGE_RCP8.5_Maximum,MO_FROSTTAGE_RCP4.5_Minimum,MO_FROSTTAGE_RCP4.5_Median,MO_FROSTTAGE_RCP4.5_Maximum,MO_FROSTTAGE_RCP2.6_Minimum,MO_FROSTTAGE_RCP2.6_Median,MO_FROSTTAGE_RCP2.6_Maximum,MO_EISTAGE_RCP8.5_Minimum,MO_EISTAGE_RCP8.5_Median,MO_EISTAGE_RCP8.5_Maximum,MO_EISTAGE_RCP4.5_Minimum,MO_EISTAGE_RCP4.5_Median,MO_EISTAGE_RCP4.5_Maximum,MO_EISTAGE_RCP2.6_Minimum,MO_EISTAGE_RCP2.6_Median,MO_EISTAGE_RCP2.6_Maximum
69,2041.0,,,,,,36.81818181818182,43.096969696969694,70.41818181818181,36.22424242424242,42.50303030303031,63.96969696969697,33.339393939393936,40.04242424242424,55.739393939393935,6.33939393939394,9.393939393939394,25.93939393939394,6.424242424242424,9.309090909090909,21.781818181818185,6.0,7.866666666666666,15.842424242424244,0.0,1.696969696969697,17.818181818181817,0.0,1.018181818181818,12.557575757575759,-0.08484848484848485,0.2545454545454545,9.333333333333332,7.272727272727273,26.44848484848485,36.71515151515152,10.666666666666671,27.46666666666667,37.733333333333334,13.636363636363633,33.915151515151514,48.16969696969697,-8.951515151515151,0.9757575757575756,4.793939393939394,-5.642424242424243,1.1454545454545446,5.642424242424243,-10.903030303030302,1.6545454545454543,8.272727272727273
70,2042.0,,,,,,36.88636363636363,43.277272727272724,71.08636363636363,36.28181818181818,42.67272727272727,64.52272727272727,33.345454545454544,40.168181818181814,56.14545454545454,6.345454545454546,9.454545454545455,26.295454545454547,6.431818181818182,9.368181818181819,22.063636363636366,6.0,7.8999999999999995,16.01818181818182,0.0,1.7272727272727273,18.136363636363637,0.0,1.0363636363636364,12.781818181818181,-0.08636363636363636,0.2590909090909091,9.5,6.545454545454547,26.063636363636366,36.513636363636365,10.0,27.1,37.55,13.022727272727273,33.663636363636364,48.17272727272727,-9.236363636363638,0.8681818181818182,4.754545454545455,-5.868181818181819,1.0409090909090901,5.618181818181819,-11.222727272727273,1.5590909090909086,8.295454545454545
71,2043.0,,,,,,36.95454545454545,43.45757575757575,71.75454545454545,36.339393939393936,42.842424242424244,65.07575757575756,33.35151515151515,40.29393939393939,56.55151515151515,6.351515151515152,9.515151515151516,26.651515151515152,6.4393939393939394,9.427272727272728,22.345454545454547,6.0,7.933333333333333,16.193939393939395,0.0,1.7575757575757576,18.454545454545453,0.0,1.0545454545454545,13.006060606060606,-0.08787878787878788,0.2636363636363636,9.666666666666666,5.81818181818182,25.67878787878788,36.31212121212121,9.333333333333336,26.733333333333334,37.36666666666667,12.409090909090907,33.412121212121214,48.17575757575758,-9.52121212121212,0.7606060606060607,4.715151515151515,-6.093939393939394,0.9363636363636356,5.593939393939395,-11.542424242424243,1.463636363636363,8.318181818181818
72,2044.0,,,,,,37.02272727272727,43.63787878787879,72.42272727272726,36.39696969696969,43.012121212121215,65.62878787878788,33.35757575757576,40.419696969696965,56.95757575757575,6.357575757575757,9.575757575757576,27.007575757575758,6.446969696969697,9.486363636363636,22.62727272727273,6.0,7.966666666666667,16.36969696969697,0.0,1.7878787878787878,18.772727272727273,0.0,1.0727272727272728,13.23030303030303,-0.0893939393939394,0.2681818181818182,9.833333333333332,5.090909090909086,25.293939393939397,36.11060606060606,8.666666666666671,26.366666666666667,37.18333333333333,11.795454545454547,33.16060606060606,48.17878787878788,-9.806060606060605,0.6530303030303033,4.675757575757576,-6.31969696969697,0.8318181818181811,5.56969696969697,-11.862121212121213,1.3681818181818182,8.340909090909092
73,2045.0,,,,,,37.09090909090909,43.81818181818181,73.0909090909091,36.45454545454545,43.18181818181819,66.18181818181819,33.36363636363636,40.54545454545454,57.36363636363636,6.363636363636364,9.636363636363637,27.363636363636363,6.454545454545455,9.545454545454547,22.90909090909091,6.0,8.0,16.545454545454547,0.0,1.8181818181818183,19.09090909090909,0.0,1.0909090909090908,13.454545454545455,-0.09090909090909091,0.2727272727272727,10.0,4.36363636363636,24.90909090909091,35.909090909090914,8.0,26.0,37.0,11.18181818181818,32.90909090909091,48.18181818181819,-10.09090909090909,0.5454545454545459,4.636363636363637,-6.545454545454547,0.7272727272727266,5.545454545454546,-12.181818181818183,1.2727272727272725,8.363636363636363
74,2046.0,,,,,,37.15909090909091,43.99848484848485,73.7590909090909,36.51212121212121,43.35151515151515,66.73484848484848,33.36969696969697,40.67121212121212,57.769696969696966,6.36969696969697,9.696969696969697,27.719696969696972,6.462121212121212,9.604545454545455,23.190909090909095,6.0,8.033333333333333,16.721212121212123,0.0,1.8484848484848486,19.40909090909091,0.0,1.1090909090909091,13.67878787878788,-0.09242424242424242,0.2772727272727273,10.166666666666666,3.636363636363633,24.524242424242427,35.70757575757576,7.333333333333336,25.633333333333336,36.81666666666666,10.56818181818182,32.657575757575756,48.18484848484849,-10.375757575757575,0.43787878787878753,4.596969696969698,-6.7712121212121215,0.6227272727272721,5.5212121212121215,-12.50151515151515,1.1772727272727268,8.386363636363637
75,2047.0,,,,,,37.22727272727273,44.17878787878787,74.42727272727272,36.56969696969696,43.52121212121212,67.28787878787878,33.375757575757575,40.7969696969697,58.17575757575757,6.375757575757576,9.757575757575758,28.075757575757578,6.46969696969697,9.663636363636364,23.472727272727276,6.0,8.066666666666666,16.8969696969697,0.0,1.878787878787879,19.727272727272727,0.0,1.1272727272727272,13.903030303030302,-0.09393939393939393,0.2818181818181818,10.333333333333332,2.9090909090909065,24.13939393939394,35.50606060606061,6.666666666666671,25.26666666666667,36.63333333333333,9.954545454545453,32.406060606060606,48.18787878787879,-10.66060606060606,0.3303030303030301,4.557575757575758,-6.996969696969698,0.5181818181818176,5.496969696969698,-12.82121212121212,1.081818181818182,8.40909090909091
76,2048.0,,,,,,37.29545454545455,44.35909090909091,75.09545454545454,36.627272727272725,43.690909090909095,67.8409090909091,33.38181818181818,40.92272727272727,58.58181818181818,6.381818181818182,9.818181818181818,28.431818181818183,6.4772727272727275,9.722727272727273,23.754545454545458,6.0,8.1,17.072727272727274,0.0,1.9090909090909092,20.045454545454547,0.0,1.1454545454545455,14.127272727272727,-0.09545454545454546,0.2863636363636364,10.5,2.18181818181818,23.754545454545458,35.304545454545455,6.0,24.900000000000002,36.45,9.340909090909093,32.154545454545456,48.190909090909095,-10.945454545454545,0.22272727272727266,4.5181818181818185,-7.222727272727273,0.41363636363636314,5.472727272727273,-13.14090909090909,0.9863636363636363,8.431818181818182
77,2049.0,,,,,,37.36363636363636,44.53939393939394,75.76363636363635,36.68484848484848,43.86060606060606,68.39393939393939,33.38787878787878,41.04848484848485,58.987878787878785,6.387878787878789,9.878787878787879,28.78787878787879,6.484848484848484,9.781818181818181,24.03636363636364,6.0,8.133333333333333,17.24848484848485,0.0,1.9393939393939394,20.363636363636363,0.0,1.1636363636363636,14.351515151515152,-0.09696969696969697,0.2909090909090909,10.666666666666666,1.4545454545454533,23.36969696969697,35.10303030303031,5.333333333333336,24.533333333333335,36.266666666666666,8.727272727272727,31.903030303030302,48.193939393939395,-11.23030303030303,0.11515151515151523,4.4787878787878785,-7.448484848484849,0.30909090909090864,5.448484848484849,-13.460606060606061,0.8909090909090907,8.454545454545455
78,2050.0,,,,,,37.43181818181818,44.71969696969697,76.43181818181819,36.74242424242424,44.03030303030303,68.94696969696969,33.39393939393939,41.17424242424242,59.39393939393939,6.3939393939393945,9.93939393939394,29.143939393939394,6.492424242424242,9.840909090909092,24.31818181818182,6.0,8.166666666666666,17.424242424242426,0.0,1.9696969696969697,20.68181818181818,0.0,1.1818181818181817,14.575757575757576,-0.09848484848484848,0.2954545454545454,10.833333333333332,0.7272727272727266,22.984848484848484,34.901515151515156,4.666666666666671,24.166666666666668,36.08333333333333,8.11363636363636,31.651515151515152,48.1969696969697,-11.515151515151516,0.007575757575757791,4.4393939393939394,-7.674242424242426,0.20454545454545414,5.424242424242425,-13.780303030303031,0.795454545454545,8.477272727272727
79,2051.0,,,,,,37.5,44.9,77.1,36.8,44.2,69.5,33.4,41.3,59.8,6.4,10.0,29.5,6.5,9.9,24.6,6.0,8.2,17.6,0.0,2.0,21.0,0.0,1.2,14.8,-0.1,0.3,11.0,0.0,22.6,34.7,4.0,23.8,35.9,7.5,31.4,48.2,-11.8,-0.09999999999999964,4.4,-7.9,0.09999999999999964,5.4,-14.100000000000001,0.7000000000000002,8.5
80,2052.0,,,,,,37.74242424242424,45.33030303030303,78.2030303030303,36.74848484848484,44.2969696969697,69.75757575757575,33.445454545454545,41.28484848484848,59.666666666666664,6.478787878787879,10.181818181818182,30.257575757575758,6.493939393939394,9.918181818181818,24.772727272727273,6.012121212121212,8.187878787878788,17.560606060606062,0.015151515151515152,2.1424242424242426,21.89090909090909,0.006060606060606061,1.215151515151515,15.036363636363637,-0.09696969696969697,0.3090909090909091,10.969696969696969,-1.0969696969696972,22.172727272727276,34.551515151515154,3.6515151515151514,23.603030303030305,35.89393939393939,7.7,31.445454545454545,48.21212121212122,-12.030303030303031,-0.17878787878787844,4.36969696969697,-7.924242424242425,0.06666666666666632,5.306060606060607,-14.042424242424243,0.7000000000000002,8.393939393939394
81,2053.0,,,,,,37.984848484848484,45.76060606060606,79.3060606060606,36.696969696969695,44.3939393939394,70.01515151515152,33.49090909090909,41.269696969696966,59.53333333333333,6.557575757575758,10.363636363636363,31.015151515151516,6.487878787878788,9.936363636363637,24.945454545454545,6.024242424242424,8.175757575757576,17.521212121212123,0.030303030303030304,2.2848484848484847,22.78181818181818,0.012121212121212121,1.2303030303030302,15.272727272727273,-0.09393939393939395,0.3181818181818182,10.93939393939394,-2.1939393939393943,21.745454545454546,34.403030303030306,3.3030303030303028,23.406060606060606,35.88787878787878,7.9,31.49090909090909,48.224242424242426,-12.260606060606062,-0.25757575757575724,4.33939393939394,-7.948484848484849,0.03333333333333299,5.212121212121213,-13.984848484848486,0.7000000000000002,8.287878787878787
82,2054.0,,,,,,38.22727272727273,46.19090909090909,80.4090909090909,36.64545454545454,44.49090909090909,70.27272727272727,33.53636363636363,41.25454545454545,59.4,6.636363636363637,10.545454545454545,31.772727272727273,6.4818181818181815,9.954545454545455,25.11818181818182,6.036363636363636,8.163636363636362,17.481818181818184,0.045454545454545456,2.4272727272727272,23.672727272727272,0.01818181818181818,1.2454545454545454,15.50909090909091,-0.09090909090909091,0.32727272727272727,10.909090909090908,-3.2909090909090915,21.31818181818182,34.25454545454546,2.9545454545454546,23.20909090909091,35.88181818181818,8.1,31.536363636363635,48.23636363636364,-12.490909090909092,-0.336363636363636,4.3090909090909095,-7.972727272727273,-3.3306690738754696e-16,5.118181818181818,-13.927272727272728,0.7000000000000002,8.181818181818182
83,2055.0,,,,,,38.46969696969697,46.62121212121212,81.5121212121212,36.593939393939394,44.58787878787879,70.53030303030303,33.58181818181818,41.239393939393935,59.266666666666666,6.715151515151516,10.727272727272727,32.53030303030303,6.475757575757576,9.972727272727273,25.290909090909093,6.048484848484849,8.15151515151515,17.442424242424245,0.06060606060606061,2.56969696969697,24.563636363636363,0.024242424242424242,1.2606060606060605,15.745454545454546,-0.08787878787878789,0.33636363636363636,10.878787878787879,-4.387878787878789,20.89090909090909,34.10606060606061,2.606060606060606,23.01212121212121,35.875757575757575,8.3,31.581818181818182,48.24848484848485,-12.721212121212123,-0.41515151515151477,4.278787878787879,-7.996969696969697,-0.03333333333333366,5.024242424242424,-13.869696969696971,0.7000000000000002,8.075757575757576
84,2056.0,,,,,,38.71212121212121,47.05151515151515,82.61515151515151,36.54242424242424,44.68484848484849,70.78787878787878,33.627272727272725,41.22424242424242,59.13333333333333,6.793939393939394,10.90909090909091,33.28787878787879,6.46969696969697,9.990909090909092,25.463636363636365,6.0606060606060606,8.139393939393939,17.403030303030306,0.07575757575757576,2.712121212121212,25.454545454545453,0.030303030303030304,1.2757575757575756,15.981818181818182,-0.08484848484848485,0.34545454545454546,10.848484848484848,-5.484848484848486,20.463636363636365,33.95757575757576,2.2575757575757573,22.815151515151516,35.86969696969697,8.5,31.627272727272725,48.260606060606065,-12.951515151515151,-0.49393939393939357,4.248484848484849,-8.021212121212121,-0.06666666666666698,4.930303030303031,-13.812121212121212,0.7000000000000002,7.96969696969697
85,2057.0,,,,,,38.95454545454545,47.481818181818184,83.71818181818182,36.49090909090909,44.78181818181818,71.04545454545455,33.67272727272727,41.209090909090904,59.0,6.872727272727273,11.09090909090909,34.04545454545455,6.463636363636364,10.00909090909091,25.636363636363637,6.072727272727273,8.127272727272727,17.363636363636363,0.09090909090909091,2.8545454545454545,26.345454545454544,0.03636363636363636,1.2909090909090908,16.21818181818182,-0.08181818181818182,0.35454545454545455,10.818181818181818,-6.581818181818183,20.03636363636364,33.80909090909091,1.9090909090909092,22.618181818181817,35.86363636363636,8.7,31.672727272727272,48.27272727272727,-13.181818181818182,-0.5727272727272723,4.218181818181819,-8.045454545454545,-0.10000000000000031,4.836363636363637,-13.754545454545456,0.7000000000000002,7.863636363636363
86,2058.0,,,,,,39.196969696969695,47.912121212121214,84.82121212121211,36.43939393939394,44.87878787878788,71.3030303030303,33.71818181818182,41.19393939393939,58.86666666666667,6.951515151515152,11.272727272727273,34.803030303030305,6.457575757575758,10.027272727272727,25.809090909090912,6.084848484848485,8.115151515151515,17.324242424242424,0.10606060606060606,2.996969696969697,27.236363636363635,0.04242424242424243,1.306060606060606,16.454545454545457,-0.0787878787878788,0.36363636363636365,10.787878787878787,-7.67878787878788,19.60909090909091,33.660606060606064,1.5606060606060606,22.421212121212122,35.85757575757576,8.9,31.718181818181815,48.28484848484849,-13.412121212121212,-0.6515151515151512,4.187878787878788,-8.06969696969697,-0.13333333333333364,4.742424242424242,-13.696969696969697,0.7000000000000002,7.757575757575758
87,2059.0,,,,,,39.43939393939394,48.342424242424244,85.92424242424242,36.38787878787878,44.97575757575758,71.56060606060606,33.763636363636365,41.17878787878787,58.733333333333334,7.03030303030303,11.454545454545455,35.56060606060606,6.451515151515151,10.045454545454545,25.981818181818184,6.096969696969697,8.103030303030302,17.284848484848485,0.12121212121212122,3.1393939393939396,28.127272727272725,0.048484848484848485,1.3212121212121213,16.69090909090909,-0.07575757575757576,0.3727272727272727,10.757575757575758,-8.775757575757577,19.181818181818183,33.512121212121215,1.212121212121212,22.224242424242426,35.85151515151515,9.1,31.763636363636362,48.2969696969697,-13.642424242424243,-0.7303030303030299,4.157575757575758,-8.093939393939394,-0.16666666666666696,4.648484848484848,-13.63939393939394,0.7000000000000002,7.651515151515151
88,2060.0,,,,,,39.68181818181818,48.77272727272727,87.02727272727273,36.336363636363636,45.07272727272728,71.81818181818181,33.809090909090905,41.163636363636364,58.599999999999994,7.109090909090909,11.636363636363637,36.31818181818182,6.445454545454545,10.063636363636364,26.154545454545456,6.109090909090909,8.09090909090909,17.245454545454546,0.13636363636363635,3.2818181818181817,29.018181818181816,0.05454545454545454,1.3363636363636364,16.92727272727273,-0.07272727272727274,0.38181818181818183,10.727272727272727,-9.872727272727275,18.754545454545458,33.36363636363637,0.8636363636363633,22.027272727272727,35.845454545454544,9.3,31.80909090909091,48.30909090909091,-13.872727272727273,-0.8090909090909086,4.127272727272728,-8.118181818181819,-0.2000000000000003,4.554545454545455,-13.581818181818182,0.7000000000000002,7.545454545454545
89,2061.0,,,,,,39.92424242424242,49.2030303030303,88.13030303030303,36.28484848484848,45.16969696969697,72.07575757575758,33.85454545454545,41.14848484848485,58.46666666666666,7.187878787878788,11.818181818181818,37.07575757575758,6.4393939393939394,10.081818181818182,26.327272727272728,6.121212121212121,8.078787878787878,17.206060606060607,0.15151515151515152,3.4242424242424243,29.909090909090907,0.06060606060606061,1.3515151515151516,17.163636363636364,-0.0696969696969697,0.3909090909090909,10.696969696969697,-10.969696969696972,18.327272727272728,33.21515151515152,0.5151515151515147,21.830303030303032,35.839393939393936,9.5,31.854545454545452,48.32121212121212,-14.103030303030303,-0.8878787878787875,4.096969696969698,-8.142424242424243,-0.23333333333333361,4.460606060606061,-13.524242424242425,0.7000000000000002,7.4393939393939394
90,2062.0,,,,,,40.166666666666664,49.63333333333333,89.23333333333333,36.233333333333334,45.266666666666666,72.33333333333333,33.9,41.13333333333333,58.33333333333333,7.266666666666667,12.0,37.833333333333336,6.433333333333334,10.1,26.5,6.133333333333334,8.066666666666666,17.166666666666668,0.16666666666666669,3.5666666666666664,30.799999999999997,0.06666666666666667,1.3666666666666667,17.400000000000002,-0.06666666666666668,0.39999999999999997,10.666666666666666,-12.066666666666668,17.900000000000002,33.06666666666667,0.16666666666666652,21.633333333333333,35.833333333333336,9.700000000000001,31.9,48.333333333333336,-14.333333333333332,-0.9666666666666662,4.066666666666666,-8.166666666666666,-0.26666666666666694,4.366666666666667,-13.466666666666667,0.7000000000000002,7.333333333333333
91,2063.0,,,,,,40.40909090909091,50.06363636363636,90.33636363636363,36.18181818181818,45.36363636363637,72.5909090909091,33.945454545454545,41.11818181818182,58.199999999999996,7.345454545454546,12.181818181818182,38.59090909090909,6.427272727272727,10.118181818181819,26.672727272727272,6.1454545454545455,8.054545454545455,17.12727272727273,0.18181818181818182,3.709090909090909,31.69090909090909,0.07272727272727272,1.3818181818181818,17.636363636363637,-0.06363636363636364,0.40909090909090906,10.636363636363637,-13.163636363636366,17.472727272727273,32.91818181818182,-0.18181818181818166,21.436363636363637,35.82727272727273,9.9,31.945454545454545,48.34545454545455,-14.563636363636363,-1.045454545454545,4.036363636363636,-8.190909090909091,-0.30000000000000027,4.272727272727273,-13.40909090909091,0.7000000000000002,7.2272727272727275
92,2064.0,,,,,,40.65151515151515,50.49393939393939,91.43939393939394,36.13030303030303,45.46060606060606,72.84848484848484,33.99090909090909,41.1030303030303,58.06666666666666,7.424242424242425,12.363636363636363,39.348484848484844,6.421212121212121,10.136363636363637,26.845454545454547,6.157575757575758,8.042424242424241,17.08787878787879,0.19696969696969696,3.8515151515151516,32.58181818181818,0.07878787878787878,1.396969696969697,17.872727272727275,-0.060606060606060615,0.41818181818181815,10.606060606060606,-14.260606060606063,17.045454545454547,32.76969696969697,-0.5303030303030303,21.239393939393942,35.82121212121212,10.100000000000001,31.99090909090909,48.35757575757576,-14.793939393939393,-1.1242424242424238,4.006060606060606,-8.215151515151515,-0.3333333333333336,4.178787878787879,-13.351515151515152,0.7000000000000002,7.121212121212121
93,2065.0,,,,,,40.89393939393939,50.92424242424242,92.54242424242423,36.07878787878788,45.55757575757576,73.10606060606061,34.03636363636363,41.087878787878786,57.93333333333333,7.503030303030304,12.545454545454545,40.10606060606061,6.415151515151515,10.154545454545454,27.01818181818182,6.16969696969697,8.03030303030303,17.04848484848485,0.21212121212121213,3.993939393939394,33.47272727272727,0.08484848484848485,1.412121212121212,18.10909090909091,-0.05757575757575758,0.42727272727272725,10.575757575757576,-15.35757575757576,16.618181818181817,32.621212121212125,-0.8787878787878789,21.042424242424243,35.81515151515151,10.3,32.03636363636363,48.369696969696975,-15.024242424242424,-1.2030303030303027,3.975757575757576,-8.23939393939394,-0.3666666666666669,4.084848484848485,-13.293939393939395,0.7000000000000002,7.015151515151516
94,2066.0,,,,,,41.13636363636364,51.35454545454545,93.64545454545454,36.027272727272724,45.654545454545456,73.36363636363636,34.08181818181818,41.07272727272727,57.8,7.581818181818182,12.727272727272727,40.86363636363636,6.409090909090909,10.172727272727274,27.19090909090909,6.181818181818182,8.018181818181818,17.00909090909091,0.2272727272727273,4.136363636363637,34.36363636363636,0.09090909090909091,1.4272727272727272,18.345454545454547,-0.05454545454545455,0.43636363636363634,10.545454545454545,-16.454545454545457,16.19090909090909,32.472727272727276,-1.2272727272727275,20.845454545454547,35.80909090909091,10.5,32.08181818181818,48.38181818181818,-15.254545454545454,-1.2818181818181813,3.9454545454545458,-8.263636363636364,-0.40000000000000024,3.990909090909091,-13.236363636363636,0.7000000000000002,6.909090909090909
95,2067.0,,,,,,41.378787878787875,51.78484848484848,94.74848484848485,35.97575757575758,45.75151515151515,73.62121212121212,34.127272727272725,41.057575757575755,57.666666666666664,7.660606060606061,12.90909090909091,41.621212121212125,6.403030303030303,10.190909090909091,27.363636363636363,6.193939393939394,8.006060606060606,16.969696969696972,0.24242424242424243,4.278787878787879,35.25454545454545,0.09696969696969697,1.4424242424242424,18.581818181818182,-0.05151515151515152,0.44545454545454544,10.515151515151516,-17.551515151515154,15.763636363636365,32.32424242424243,-1.5757575757575761,20.64848484848485,35.803030303030305,10.700000000000001,32.127272727272725,48.3939393939394,-15.484848484848484,-1.3606060606060602,3.915151515151515,-8.287878787878787,-0.43333333333333357,3.896969696969697,-13.17878787878788,0.7000000000000002,6.803030303030303
96,2068.0,,,,,,41.621212121212125,52.21515151515152,95.85151515151514,35.92424242424242,45.84848484848485,73.87878787878788,34.17272727272727,41.04242424242424,57.53333333333333,7.73939393939394,13.09090909090909,42.378787878787875,6.3969696969696965,10.209090909090909,27.53636363636364,6.206060606060606,7.993939393939393,16.93030303030303,0.25757575757575757,4.421212121212122,36.14545454545454,0.10303030303030303,1.4575757575757575,18.81818181818182,-0.04848484848484849,0.45454545454545453,10.484848484848484,-18.648484848484852,15.336363636363636,32.17575757575758,-1.9242424242424248,20.451515151515153,35.7969696969697,10.9,32.17272727272727,48.406060606060606,-15.715151515151515,-1.439393939393939,3.8848484848484848,-8.312121212121212,-0.4666666666666669,3.8030303030303028,-13.121212121212121,0.7000000000000002,6.696969696969697
97,2069.0,,,,,,41.86363636363636,52.64545454545455,96.95454545454545,35.872727272727275,45.945454545454545,74.13636363636364,34.21818181818182,41.027272727272724,57.4,7.818181818181818,13.272727272727273,43.13636363636364,6.390909090909091,10.227272727272727,27.70909090909091,6.218181818181819,7.9818181818181815,16.89090909090909,0.2727272727272727,4.5636363636363635,37.03636363636363,0.10909090909090909,1.4727272727272727,19.054545454545455,-0.04545454545454546,0.4636363636363636,10.454545454545455,-19.74545454545455,14.90909090909091,32.02727272727273,-2.2727272727272734,20.254545454545454,35.79090909090909,11.100000000000001,32.21818181818182,48.41818181818182,-15.945454545454545,-1.5181818181818176,3.8545454545454545,-8.336363636363636,-0.5000000000000002,3.709090909090909,-13.063636363636364,0.7000000000000002,6.590909090909091
98,2070.0,,,,,,42.10606060606061,53.07575757575758,98.05757575757576,35.82121212121212,46.04242424242425,74.39393939393939,34.263636363636365,41.01212121212121,57.266666666666666,7.896969696969697,13.454545454545455,43.89393939393939,6.384848484848485,10.245454545454546,27.881818181818183,6.2303030303030305,7.969696969696969,16.85151515151515,0.2878787878787879,4.706060606060606,37.92727272727272,0.11515151515151516,1.4878787878787878,19.290909090909093,-0.04242424242424243,0.4727272727272727,10.424242424242424,-20.842424242424247,14.481818181818182,31.87878787878788,-2.621212121212122,20.05757575757576,35.78484848484849,11.3,32.263636363636365,48.43030303030303,-16.175757575757576,-1.5969696969696965,3.824242424242424,-8.36060606060606,-0.5333333333333335,3.6151515151515152,-13.006060606060606,0.7000000000000002,6.484848484848484
99,2071.0,,,,,,42.34848484848485,53.50606060606061,99.16060606060606,35.769696969696966,46.13939393939394,74.65151515151516,34.309090909090905,40.99696969696969,57.13333333333333,7.9757575757575765,13.636363636363637,44.651515151515156,6.378787878787879,10.263636363636364,28.054545454545455,6.242424242424242,7.957575757575757,16.812121212121212,0.30303030303030304,4.848484848484849,38.81818181818181,0.12121212121212122,1.503030303030303,19.527272727272727,-0.0393939393939394,0.4818181818181818,10.393939393939394,-21.939393939393945,14.054545454545455,31.73030303030303,-2.9696969696969706,19.86060606060606,35.77878787878788,11.5,32.309090909090905,48.442424242424245,-16.406060606060606,-1.6757575757575753,3.793939393939394,-8.384848484848485,-0.5666666666666669,3.521212121212121,-12.94848484848485,0.7000000000000002,6.378787878787879
100,2072.0,,,,,,42.59090909090909,53.93636363636364,100.26363636363637,35.71818181818182,46.236363636363635,74.9090909090909,34.35454545454545,40.98181818181818,57.0,8.054545454545455,13.818181818181818,45.40909090909091,6.372727272727273,10.281818181818181,28.227272727272727,6.254545454545455,7.945454545454545,16.772727272727273,0.3181818181818182,4.99090909090909,39.709090909090904,0.12727272727272726,1.518181818181818,19.763636363636365,-0.036363636363636376,0.49090909090909085,10.363636363636363,-23.03636363636364,13.627272727272729,31.581818181818182,-3.3181818181818183,19.663636363636364,35.77272727272727,11.700000000000001,32.35454545454545,48.45454545454545,-16.636363636363637,-1.754545454545454,3.7636363636363637,-8.409090909090908,-0.6000000000000002,3.4272727272727272,-12.89090909090909,0.7000000000000002,6.2727272727272725
101,2073.0,,,,,,42.833333333333336,54.36666666666667,101.36666666666667,35.666666666666664,46.333333333333336,75.16666666666667,34.4,40.96666666666666,56.86666666666667,8.133333333333333,14.0,46.16666666666667,6.366666666666666,10.3,28.400000000000002,6.266666666666667,7.933333333333333,16.733333333333334,0.33333333333333337,5.133333333333333,40.599999999999994,0.13333333333333333,1.5333333333333332,20.0,-0.03333333333333334,0.5,10.333333333333334,-24.133333333333336,13.200000000000001,31.433333333333334,-3.666666666666667,19.46666666666667,35.766666666666666,11.900000000000002,32.4,48.46666666666667,-16.866666666666667,-1.8333333333333328,3.7333333333333334,-8.433333333333334,-0.6333333333333335,3.333333333333333,-12.833333333333334,0.7000000000000002,6.166666666666666
102,2074.0,,,,,,43.07575757575758,54.7969696969697,102.46969696969697,35.61515151515152,46.43030303030303,75.42424242424242,34.445454545454545,40.951515151515146,56.733333333333334,8.212121212121213,14.181818181818182,46.92424242424242,6.36060606060606,10.318181818181818,28.572727272727274,6.278787878787879,7.921212121212121,16.693939393939395,0.3484848484848485,5.275757575757575,41.490909090909085,0.1393939393939394,1.5484848484848484,20.236363636363638,-0.030303030303030304,0.509090909090909,10.303030303030303,-25.230303030303034,12.772727272727273,31.284848484848485,-4.015151515151516,19.26969696969697,35.760606060606065,12.100000000000001,32.445454545454545,48.478787878787884,-17.096969696969694,-1.9121212121212117,3.703030303030303,-8.457575757575757,-0.6666666666666669,3.2393939393939393,-12.775757575757575,0.7000000000000002,6.0606060606060606
